Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
417,-2.680,1.872,1.145,-0.694,0.155,0.601,0.904,-0.520,3.013,3.556,-0.900,-0.527,-0.288,-2.011,0.486,-0.710,-0.637,-0.433,-0.219,1.484,-0.460,0.485,-0.365,-0.744,0.329,0.458,0.566,0.168,29.990,0
426,-1.932,1.725,1.288,-0.397,-0.140,2.471,-1.865,-5.187,0.795,0.155,0.035,0.907,-0.027,-0.404,-0.474,0.274,-0.222,0.417,0.363,-1.109,5.273,-1.682,0.526,-1.207,-0.017,0.377,0.140,-0.164,16.190,0
427,-0.847,0.854,0.339,0.890,0.805,1.166,-0.081,0.879,-0.395,-0.111,-0.841,-0.241,-1.170,0.700,-0.243,-0.337,-0.000,0.584,1.664,0.082,-0.047,-0.075,-0.308,-1.733,0.087,-0.129,0.294,0.071,11.360,0
427,0.824,-0.903,0.107,0.384,-0.790,-0.432,0.114,-0.124,0.706,-0.385,-1.131,0.001,-0.488,-0.002,0.032,0.037,-0.054,-0.588,0.539,0.381,-0.204,-0.996,-0.174,-0.063,0.181,0.849,-0.116,0.042,246.960,0
443,-0.645,0.663,1.489,1.299,0.092,0.195,0.470,0.298,-0.419,0.075,1.086,0.382,-1.268,0.436,-0.380,-1.033,0.512,-0.109,0.935,0.199,0.054,0.327,-0.008,0.203,-0.159,-0.251,0.401,0.200,46.770,0
446,1.063,-0.796,1.269,0.647,-1.421,0.438,-1.105,0.371,-0.492,0.848,1.016,0.332,-0.850,0.084,0.082,-1.301,0.010,1.506,-1.319,-0.520,-0.272,-0.357,0.094,0.157,0.083,-0.399,0.087,0.039,64.000,0
454,-3.134,2.887,2.179,-1.577,1.435,-0.687,3.816,-3.417,5.459,8.822,1.558,-1.139,0.010,-4.644,1.585,-1.565,-2.276,-1.148,-0.464,3.586,-1.660,-0.499,-0.477,0.302,0.300,-0.359,-0.959,-2.736,9.650,0
459,1.294,1.132,-2.149,1.230,1.448,-0.768,0.576,-0.094,-0.455,-1.349,1.146,-0.797,-1.050,-3.050,0.585,1.671,2.032,2.394,-0.039,-0.046,-0.257,-0.726,-0.375,-1.359,0.969,-0.226,0.027,0.071,2.990,0
459,-0.528,0.981,1.653,-0.151,0.137,-0.204,0.583,0.165,-0.782,-0.211,1.825,1.172,0.607,0.238,0.307,0.010,-0.332,-0.458,-0.138,0.128,-0.124,-0.273,0.024,0.224,-0.298,0.068,0.281,0.112,6.990,0
463,-0.387,0.173,0.733,-1.435,0.033,-1.044,0.721,-0.151,0.423,-1.225,-0.090,-0.097,-0.819,0.671,2.132,-1.489,0.659,-0.349,1.583,0.175,0.143,0.402,-0.021,0.122,-0.194,0.114,0.114,0.136,55.000,0
464,-0.839,1.350,0.478,0.508,0.540,0.430,0.238,0.590,-0.897,-0.012,0.550,0.734,0.529,0.682,0.563,-0.082,-0.344,0.418,0.665,0.019,0.186,0.584,-0.137,-0.836,-0.139,-0.259,0.182,0.131,1.480,0
472,1.017,-0.185,1.182,1.073,-0.551,0.972,-0.806,0.485,0.517,-0.060,1.447,1.198,-0.071,0.007,0.432,-0.150,-0.091,-0.195,-0.870,-0.164,0.239,0.876,-0.053,-0.270,0.329,-0.217,0.096,0.021,17.570,0
484,1.061,0.078,-0.049,0.546,0.005,-0.732,0.547,-0.275,-0.374,-0.176,0.210,0.978,1.163,0.305,0.899,-0.307,-0.033,-1.452,-0.288,0.128,-0.286,-0.982,0.080,0.097,0.217,0.154,-0.058,0.025,99.900,0
494,0.059,1.059,1.077,1.589,-0.400,-0.677,0.778,-0.304,-0.631,0.231,0.016,0.549,1.124,0.147,1.428,-0.698,0.108,-0.016,1.176,0.104,0.193,0.702,0.218,0.736,-1.277,-0.462,0.205,0.251,54.990,0
496,-2.010,0.523,2.044,0.224,-0.598,0.078,-0.450,0.772,0.532,-0.408,-0.862,-0.035,-0.649,-0.192,0.424,-0.107,0.333,-0.405,-0.142,-0.151,-0.127,0.080,0.273,0.089,0.317,0.419,0.281,0.061,16.500,0
496,-0.653,0.493,1.247,-0.708,0.166,-1.146,0.932,-0.095,-0.861,-0.504,1.448,0.353,-0.833,0.722,-0.002,0.061,-0.271,-0.286,0.757,0.118,-0.209,-0.895,0.167,0.529,-0.420,0.630,-0.041,0.098,50.990,0
499,1.255,0.308,0.293,0.700,-0.429,-1.088,0.044,-0.168,0.129,-0.264,-0.175,-0.104,-0.411,-0.161,1.164,0.508,0.031,-0.221,-0.194,-0.121,-0.295,-0.882,0.137,0.328,0.194,0.097,-0.027,0.029,1.980,0
502,-2.697,-1.371,2.858,3.422,1.904,0.684,-1.408,0.444,-0.309,1.338,1.283,0.907,0.192,-0.614,-0.094,-0.862,0.640,-0.611,0.901,-0.113,-0.246,0.099,-0.401,-0.201,-0.141,0.218,0.113,0.209,45.560,0
503,0.075,-3.032,-0.430,-0.443,-1.785,-0.067,0.099,-0.223,-0.242,0.159,-1.539,-0.496,0.066,-0.094,0.595,-1.033,-0.077,1.318,-0.391,0.968,-0.079,-1.247,-0.620,-0.369,-0.073,1.297,-0.193,0.121,712.820,0
509,1.167,0.124,0.382,1.404,-0.254,-0.210,-0.016,0.055,0.476,-0.088,-0.744,-0.119,-1.351,0.308,0.040,-0.666,0.333,-0.829,-0.359,-0.271,-0.117,-0.155,-0.046,0.061,0.622,-0.309,0.032,0.013,6.990,0
510,-2.150,2.351,0.993,0.693,0.232,-0.021,1.087,-0.446,1.880,3.318,-0.164,-0.082,-0.337,-1.225,0.455,-1.655,0.245,-0.900,0.468,1.466,-0.470,0.145,-0.182,0.062,0.290,-0.267,0.876,0.121,1.990,0
511,-0.260,0.999,1.438,0.038,0.125,-0.958,0.900,-0.270,-0.187,-0.292,-0.191,-0.391,-0.323,-0.554,0.970,0.320,-0.071,-0.113,-0.086,0.172,-0.317,-0.698,-0.035,0.322,-0.199,0.045,0.077,-0.125,8.930,0
512,-0.656,0.502,1.533,-1.320,-0.186,-0.898,1.192,-0.192,-0.212,-0.371,1.348,0.117,-1.149,0.289,-0.278,0.521,-0.808,-0.044,-0.348,0.201,-0.130,-0.374,0.113,0.526,-0.406,0.598,0.046,-0.055,80.000,0
517,1.315,-0.329,0.003,-0.805,-0.467,-0.523,-0.181,-0.093,1.795,-1.104,-1.438,0.381,-0.446,-0.048,0.369,-0.858,-0.023,0.073,1.236,-0.132,-0.123,-0.030,-0.251,-0.428,0.918,-0.534,0.062,0.012,10.000,0
523,-0.422,0.348,1.750,0.547,0.461,1.440,0.453,0.319,-0.046,-0.377,0.487,0.162,-0.794,-0.038,1.265,-2.176,1.664,-2.424,-0.298,0.038,-0.015,0.378,0.138,-0.599,-0.777,0.527,0.008,-0.095,42.640,0
530,-0.690,1.323,0.911,0.113,-0.356,-1.045,0.330,0.388,-0.472,-0.722,-0.464,-0.249,-0.438,0.010,0.923,0.534,0.212,-0.023,-0.093,-0.022,-0.225,-0.751,0.062,0.316,-0.155,0.076,0.114,0.034,9.720,0
534,-1.393,-1.096,2.608,-2.529,-0.135,-0.373,0.221,-0.963,-1.304,2.139,0.038,-1.156,1.019,-1.797,0.674,-0.655,-0.075,-0.288,-1.233,-0.230,-0.281,0.563,-0.130,0.089,0.318,-0.289,-0.864,-0.519,25.000,0
535,-0.867,1.030,-0.411,0.160,2.372,3.801,-0.089,1.103,-0.294,0.218,-0.663,-0.051,-0.176,0.172,0.171,-0.581,-0.096,0.212,1.465,0.200,-0.098,-0.140,-0.181,1.014,0.120,-0.289,-0.144,-0.077,8.500,0
536,1.114,-1.085,0.873,-0.717,-1.405,0.086,-1.126,0.231,-0.584,0.708,1.502,-0.165,-0.352,-0.089,0.741,1.423,0.118,-0.717,0.130,0.217,0.509,1.189,-0.158,0.063,0.272,-0.045,0.029,0.027,102.000,0
543,-0.403,1.078,1.165,-0.188,0.500,0.016,0.574,0.191,-0.748,-0.408,1.541,0.981,0.812,-0.372,0.388,0.347,-0.126,-0.076,-0.041,0.151,-0.198,-0.462,-0.048,-0.339,-0.195,0.102,0.263,0.083,2.980,0
551,-0.444,0.875,2.397,0.835,0.397,-0.023,1.197,-0.673,-0.133,0.526,1.466,0.992,0.430,-0.697,-0.741,-0.915,-0.303,-0.034,1.133,0.230,-0.168,0.127,-0.339,0.567,0.001,-0.521,-0.627,-0.564,8.840,0
552,1.239,-0.011,0.332,0.086,-0.449,-0.654,-0.114,-0.057,0.305,-0.188,-0.123,-0.018,-0.521,0.399,1.435,-0.022,-0.020,-0.819,-0.358,-0.144,-0.078,-0.207,0.069,0.118,0.197,0.760,-0.054,0.003,5.950,0
553,1.189,0.237,0.245,1.082,-0.166,-0.516,0.090,-0.048,0.107,-0.007,-0.317,-0.179,-0.874,0.589,1.266,-0.203,-0.099,-0.495,-0.725,-0.219,0.049,0.168,-0.064,0.063,0.584,-0.296,0.024,0.016,10.080,0
557,-0.332,0.320,1.235,-1.843,-0.349,-0.947,0.239,-0.068,-1.051,0.217,-0.930,-1.259,-0.423,-0.232,0.099,1.381,-0.127,-1.112,0.044,0.132,0.184,0.506,-0.179,0.014,-0.164,-0.388,0.363,0.201,3.950,0
559,-0.690,0.115,0.620,-2.257,0.986,-0.668,1.631,-0.939,1.897,0.238,0.409,-0.304,-1.945,-0.361,-0.368,-0.787,-1.077,0.607,0.779,0.083,-0.201,0.486,-0.428,-0.510,-0.109,-0.907,-0.318,-0.599,50.200,0
560,-0.604,0.919,1.751,0.436,0.408,-0.359,0.683,0.044,-0.631,-0.550,-0.249,0.107,0.102,0.256,1.061,-0.204,-0.180,-0.612,-0.445,-0.040,-0.093,-0.326,-0.018,0.024,-0.204,-0.645,0.130,0.127,9.990,0
561,1.215,0.308,0.279,0.643,-0.185,-0.604,0.007,-0.064,0.031,-0.326,0.153,0.313,0.193,-0.257,1.347,0.187,0.274,-0.747,-0.556,-0.115,-0.261,-0.716,0.160,0.034,0.143,0.124,-0.007,0.027,0.890,0
562,-0.313,0.815,1.405,0.071,0.059,-1.031,0.760,-0.182,0.037,-0.244,-0.443,-1.157,-1.765,-0.264,1.132,0.388,0.010,0.069,-0.074,0.102,-0.327,-0.821,-0.000,0.277,-0.243,0.050,0.065,-0.127,10.990,0
569,-0.462,0.443,1.806,-1.154,0.160,-0.472,0.649,-0.101,-0.221,-0.414,0.879,0.055,-0.691,0.099,-0.003,0.816,-1.058,0.351,-0.111,0.006,-0.049,-0.136,-0.120,0.014,-0.455,0.676,-0.156,-0.120,15.250,0
571,-2.991,2.963,-0.981,0.072,-1.795,-1.336,-1.144,2.135,-0.377,-0.382,-0.961,0.436,-0.184,0.993,0.833,0.946,0.850,0.061,-0.233,0.029,-0.185,-0.891,0.278,0.301,0.138,0.103,0.052,0.002,9.990,0
571,-2.355,2.316,0.702,0.175,0.677,1.030,0.793,-0.061,1.297,2.804,1.130,0.311,-0.028,-0.629,2.262,-2.068,0.828,-2.164,-1.467,0.972,0.009,0.956,0.047,-0.650,-0.282,-0.286,0.335,0.223,2.890,0
572,-0.773,0.815,1.366,-0.519,1.035,1.659,0.436,0.506,-0.269,0.193,2.027,0.677,-0.369,0.215,1.339,-0.863,0.342,-1.702,-1.146,0.164,-0.164,-0.067,0.030,-1.380,-0.478,0.180,0.276,-0.069,8.980,0
572,1.063,-1.156,-0.814,-0.462,1.138,3.909,-1.117,0.921,-0.600,0.686,-0.689,-0.122,0.309,-0.100,0.511,-1.107,-0.561,1.890,-0.790,-0.112,-0.205,-0.435,-0.220,0.992,0.632,-0.223,0.053,0.054,158.000,0
574,-1.062,-0.619,0.615,-3.336,0.747,-0.541,0.706,0.033,1.334,-2.326,-1.278,0.068,-0.195,0.309,1.903,-0.513,-0.567,0.068,0.763,0.311,-0.114,-0.661,0.136,-1.377,0.264,-1.116,0.079,0.117,131.370,0
581,1.154,0.132,0.383,1.405,-0.224,-0.197,0.021,0.029,0.412,-0.104,-0.674,0.101,-0.936,0.227,-0.005,-0.685,0.310,-0.878,-0.364,-0.231,-0.108,-0.125,-0.057,0.073,0.634,-0.311,0.034,0.015,13.790,0
586,1.223,-0.070,-1.489,-0.080,2.112,3.466,-0.637,0.898,0.459,-0.722,-0.159,0.011,-0.247,-1.414,-0.041,0.434,0.637,0.488,0.350,0.084,-0.224,-0.594,-0.146,0.943,0.700,0.425,0.000,0.039,29.560,0
588,1.685,-0.782,-0.743,-1.674,-0.440,-0.559,-0.500,-0.324,-2.086,1.508,-1.735,-1.452,0.512,-0.097,0.387,-0.365,0.163,0.214,0.407,-0.333,-0.274,-0.352,-0.241,-1.010,0.870,0.005,-0.003,-0.010,0.010,0
588,0.486,-1.367,0.868,0.322,-0.761,1.573,-0.589,0.532,1.049,-0.785,0.555,1.366,0.449,-0.466,0.735,-1.472,1.443,-2.704,-1.297,0.355,0.076,0.048,0.006,-0.520,-0.301,1.020,-0.009,0.051,275.890,0
598,-0.795,-1.108,0.590,-1.870,-3.425,1.165,2.036,-0.284,-2.660,0.818,1.314,-1.314,-1.025,0.063,0.162,-0.381,0.606,0.348,-0.271,-0.312,-0.083,0.146,0.488,0.167,-0.124,-0.235,0.200,-0.114,605.500,0
599,1.337,0.290,-0.388,0.167,0.567,0.251,-0.026,0.030,-0.172,-0.123,0.158,0.576,0.862,-0.278,0.474,1.159,-0.908,0.709,0.740,0.012,-0.345,-1.001,-0.101,-1.428,0.431,0.183,-0.026,0.004,0.990,0
610,1.162,-0.294,0.568,-0.044,-0.742,-0.360,-0.432,0.056,0.256,0.014,1.044,0.562,-0.167,0.283,0.678,0.828,-0.792,0.529,0.207,0.030,0.130,0.265,-0.105,0.082,0.223,1.070,-0.075,0.004,47.850,0
624,1.222,0.284,0.656,0.698,-0.585,-1.160,0.128,-0.269,-0.086,-0.091,0.198,0.854,0.968,0.120,0.931,0.175,-0.344,-0.734,-0.250,-0.042,-0.223,-0.630,0.161,0.726,0.195,0.071,-0.026,0.025,9.990,0
626,1.163,-0.059,0.625,0.946,-0.825,-0.913,-0.051,-0.106,0.591,-0.175,-0.543,0.047,-1.098,0.156,-0.121,-0.327,0.209,-0.692,0.095,-0.147,-0.208,-0.520,0.045,0.730,0.368,0.249,-0.033,0.018,30.500,0
630,1.316,0.408,-0.024,0.486,0.132,-0.568,0.141,-0.210,-0.070,-0.313,-0.637,0.520,1.430,-0.548,1.039,0.674,-0.371,-0.155,0.111,0.015,-0.331,-0.898,0.013,-0.467,0.364,0.143,-0.017,0.025,1.980,0
630,-0.987,1.193,0.688,-0.594,-0.557,0.840,-0.976,-3.851,0.180,-0.303,1.309,1.431,-0.234,0.391,-0.681,0.080,0.007,-0.650,-0.588,-1.034,3.626,-1.756,0.132,0.002,0.696,0.429,0.306,0.192,79.000,0
633,-0.742,0.311,1.958,-1.812,-0.657,-0.987,0.295,-0.003,-1.192,0.026,-0.555,-1.353,-0.875,-0.163,0.312,1.412,0.060,-1.377,0.096,0.216,-0.091,-0.454,-0.098,0.325,0.288,-0.544,0.255,0.125,29.350,0
636,0.962,0.660,-0.180,0.734,0.631,0.224,0.277,0.008,-0.382,0.282,0.276,1.150,1.769,0.009,0.245,0.500,-1.193,0.761,0.877,0.006,0.037,0.230,0.067,-1.023,-0.633,-0.501,0.002,-0.139,2.500,0
646,-0.917,1.472,0.743,-0.131,0.519,0.773,-0.342,-2.249,-0.575,0.079,0.112,0.470,0.412,0.393,0.487,0.536,-0.730,0.697,1.448,-0.402,2.115,-1.312,0.156,-1.071,-0.455,0.187,0.228,0.152,1.790,0
651,-1.019,1.099,1.444,-0.632,0.133,-0.395,0.588,0.196,-0.251,0.070,1.536,0.548,-0.702,0.358,0.023,0.273,-0.544,-0.397,-0.825,0.050,-0.123,-0.327,0.070,0.180,-0.522,-0.092,0.300,0.261,4.990,0
661,0.945,-0.280,0.686,1.604,-0.721,-0.161,-0.132,0.104,0.702,-0.171,-0.569,-0.025,-1.480,0.175,-0.051,-0.691,0.467,-0.773,-0.539,-0.099,0.009,0.034,-0.097,0.398,0.508,-0.295,0.031,0.036,99.000,0
665,1.271,-0.839,0.408,-0.388,-1.280,-0.830,-0.550,-0.117,-0.265,0.498,-0.804,-0.983,-1.170,-0.209,-0.347,0.643,0.751,-1.606,0.929,0.095,0.003,-0.102,-0.075,0.377,0.493,-0.246,-0.006,0.022,73.000,0
666,-0.794,0.971,0.943,-0.044,-0.259,-0.333,0.565,0.544,-0.980,-0.606,1.402,0.533,-0.964,1.056,0.192,0.086,-0.012,-0.540,0.080,-0.128,-0.214,-0.974,0.426,0.142,-0.912,-0.237,-0.035,0.089,64.630,0
668,-0.275,0.705,1.876,0.302,0.043,-0.621,0.632,-0.161,-0.622,0.086,1.480,0.230,-0.714,0.376,0.568,0.019,-0.397,0.232,0.926,0.093,-0.133,-0.315,0.011,0.512,-0.682,0.061,-0.065,-0.087,1.980,0
670,-1.160,0.759,1.431,-0.312,0.878,-0.260,1.900,-1.356,0.868,1.764,1.187,-0.401,-1.098,-0.810,-0.038,0.079,-1.598,0.415,-0.477,-0.035,-0.113,0.383,-0.436,-0.018,0.021,-0.723,-1.668,-0.794,57.700,0
676,-0.884,1.108,0.616,-0.043,-0.011,-0.845,0.615,0.354,-1.023,-0.319,1.094,0.914,0.262,0.764,-0.252,0.176,-0.393,0.208,0.287,0.109,0.150,0.307,-0.016,0.363,-0.248,0.253,0.201,0.118,39.050,0
677,-0.371,0.163,2.731,0.731,-0.321,0.840,0.276,-0.392,1.670,0.316,-1.442,0.466,0.595,-2.030,-1.416,-1.079,0.155,-0.401,1.464,0.349,-0.343,0.116,-0.321,-0.024,-0.106,0.381,-0.400,-0.560,32.140,0
677,1.428,-0.571,0.318,-0.769,-0.988,-0.757,-0.645,-0.083,-0.523,0.643,-0.900,-1.427,-1.072,0.073,0.972,1.445,0.110,-1.244,0.827,0.014,-0.143,-0.610,0.078,-0.203,0.256,-0.443,-0.000,0.016,16.310,0
677,-0.548,0.147,1.556,0.324,1.013,-0.206,0.512,-0.329,-0.325,0.541,0.691,-0.187,-0.508,0.095,0.885,0.112,-0.770,0.578,1.641,0.249,-0.231,-0.470,0.011,-0.519,-0.570,0.137,-0.382,-0.243,0.890,0
679,-0.723,-0.151,1.923,-1.322,-0.409,-0.949,-0.477,0.078,1.100,-1.091,0.218,0.184,-0.472,0.153,2.704,-0.957,0.466,-0.011,1.203,-0.063,0.172,0.644,-0.113,0.460,-0.673,0.014,0.133,0.123,0.050,0
680,-1.666,0.458,1.753,-2.200,-1.001,-0.867,-0.173,0.496,1.072,-1.568,0.012,0.292,-0.561,0.277,2.039,-0.342,0.175,-0.128,-0.027,-0.244,0.084,0.396,0.130,0.424,0.272,-0.058,0.021,0.003,24.900,0
680,-0.668,1.140,0.836,0.969,-0.398,-0.677,0.764,0.214,-0.906,-0.525,-0.628,0.153,0.370,0.615,0.946,-0.200,-0.041,0.148,0.405,0.080,0.251,0.517,0.077,0.400,-0.191,-0.336,0.022,0.109,89.950,0
685,0.874,-1.153,0.591,0.572,-1.245,0.182,-0.582,0.087,-0.680,0.774,0.449,0.519,0.126,-0.008,-0.322,-1.122,-0.419,2.088,-0.764,-0.108,-0.089,-0.128,-0.287,-0.004,0.458,-0.241,0.033,0.057,217.000,0
691,1.350,-0.610,0.083,-1.763,-0.537,0.066,-0.772,0.220,2.015,-1.056,-1.488,-0.825,-1.632,0.383,2.646,0.111,-0.445,0.446,0.711,-0.190,-0.066,-0.111,-0.111,-1.332,0.358,0.062,0.037,0.004,0.050,0
692,-0.766,1.195,1.056,1.347,-0.231,-0.026,0.175,0.603,-0.283,-0.294,-0.974,-0.315,-1.283,0.571,0.310,-1.042,0.867,-0.495,0.726,-0.043,-0.004,0.160,-0.082,0.065,-0.107,-0.218,0.297,0.134,10.990,0
694,1.331,-0.241,-0.139,-0.562,0.009,0.272,-0.393,0.143,0.399,-0.020,-0.238,-0.173,-0.618,0.419,0.786,1.154,-1.187,0.762,0.971,-0.028,-0.197,-0.667,-0.131,-1.362,0.280,0.996,-0.086,-0.018,18.000,0
699,-0.312,0.505,1.142,-1.045,-0.615,0.100,-1.145,-2.421,-0.292,-1.168,1.494,0.739,-1.274,0.939,0.208,0.783,-0.416,-0.365,-1.202,0.457,-1.299,0.117,0.076,0.229,0.394,0.799,-0.026,0.205,15.380,0
702,-0.648,0.687,0.817,-0.076,0.319,0.731,1.211,0.096,-0.635,-0.413,0.514,0.296,-0.102,0.307,-0.015,0.535,-1.030,0.364,-0.773,-0.175,0.162,0.434,-0.170,-0.848,0.366,-0.371,-0.047,-0.056,143.900,0
707,0.105,0.958,0.326,0.853,1.150,0.423,0.800,-0.022,-0.761,-0.049,-1.272,0.225,1.364,0.202,1.254,-0.242,-0.430,-0.508,1.018,0.121,-0.306,-0.841,0.270,-1.370,-1.312,-0.819,0.290,0.249,25.000,0
711,-0.431,1.028,2.671,2.085,-0.275,0.287,0.152,0.201,-0.597,0.022,-0.994,0.245,0.712,-0.667,-0.600,0.480,-0.439,-0.119,-0.682,-0.058,0.001,0.154,-0.142,0.385,-0.147,-0.087,0.101,0.078,0.000,0
713,-0.586,0.575,2.244,0.384,-0.540,0.100,0.187,0.254,0.538,-0.714,-0.627,0.142,-0.660,-0.423,-0.335,-0.001,-0.183,-0.511,-1.501,-0.307,0.085,0.346,0.004,0.365,-0.319,-0.618,-0.002,0.060,33.990,0
714,1.175,0.214,0.350,0.921,-0.161,-0.319,0.012,-0.019,-0.188,0.148,1.019,0.874,0.190,0.465,0.353,0.502,-0.884,0.436,0.055,-0.063,-0.030,-0.138,-0.083,-0.058,0.531,-0.458,0.017,0.017,24.950,0
722,1.190,-0.923,0.309,-0.824,-0.954,-0.066,-0.756,0.196,-0.744,0.747,1.134,-0.811,-1.632,0.412,0.564,1.317,0.240,-1.198,0.659,0.104,-0.012,-0.418,0.063,-0.366,0.084,-0.450,-0.004,0.016,87.470,0
723,1.169,-2.020,1.503,-0.665,-2.642,0.270,-1.829,0.230,-0.131,0.979,-1.653,-0.705,-0.540,-1.458,-1.934,-1.130,1.384,-0.101,0.389,-0.179,-0.248,-0.153,-0.097,0.409,0.318,-0.091,0.084,0.051,131.950,0
725,-0.535,0.551,4.018,3.255,-0.920,1.645,-0.638,0.432,0.000,0.501,0.446,1.053,0.452,-1.403,-1.870,-0.619,0.437,0.612,1.523,0.248,0.148,1.096,-0.416,0.628,0.106,0.474,0.019,-0.126,0.760,0
731,1.226,0.205,0.456,1.357,-0.166,-0.135,-0.006,-0.100,0.406,-0.148,-1.174,0.823,0.980,-0.370,-0.526,-0.297,-0.249,-0.340,0.157,-0.074,-0.083,0.061,-0.202,-0.092,0.843,-0.242,0.043,0.019,9.950,0
734,1.215,0.338,0.287,0.639,-0.148,-0.594,0.035,-0.088,-0.032,-0.338,0.223,0.533,0.606,-0.339,1.302,0.167,0.250,-0.797,-0.559,-0.089,-0.256,-0.682,0.155,0.045,0.157,0.123,-0.004,0.028,0.890,0
734,-0.734,0.768,1.854,-0.578,0.324,-0.369,0.607,0.181,-0.740,-0.629,1.553,0.656,-0.442,0.438,-0.023,0.320,-0.538,-0.405,-0.797,-0.145,-0.078,-0.366,-0.023,0.194,-0.298,-0.057,0.045,0.093,0.890,0
735,-2.647,2.245,2.370,2.293,-0.844,0.292,0.008,-0.000,1.321,3.982,-0.396,-1.245,-0.831,-1.103,2.245,0.276,-0.513,0.755,0.179,1.355,-0.214,0.643,-0.143,0.336,0.431,0.412,1.012,0.375,10.380,0
736,1.445,-1.245,0.776,-1.492,-1.765,-0.271,-1.444,0.109,-1.658,1.593,0.750,-0.790,-0.413,-0.146,0.262,0.250,0.058,0.871,0.065,-0.333,-0.212,-0.336,0.071,-0.055,0.134,-0.292,0.043,0.019,25.300,0
739,1.183,0.235,0.389,0.638,-0.480,-0.877,-0.046,-0.034,-0.142,-0.099,1.702,0.641,-0.551,0.054,0.452,0.648,-0.144,0.212,0.016,-0.102,-0.225,-0.738,0.143,0.478,0.134,0.066,-0.032,0.023,9.990,0
742,-1.638,0.395,1.487,-0.537,1.692,-0.611,0.480,-0.209,-0.162,-0.359,-0.469,0.046,0.792,-0.883,0.878,0.433,-0.360,-0.578,-0.749,-0.119,-0.405,-0.801,-0.501,-0.654,0.249,0.058,-0.026,-0.112,11.980,0
742,-0.993,0.537,2.957,-0.607,-0.093,0.439,0.331,0.138,0.112,-0.677,1.343,1.239,0.412,-0.720,-1.041,0.134,-0.540,-0.318,-0.945,-0.069,0.018,0.300,-0.298,0.266,0.154,0.147,-0.247,-0.172,11.500,0
747,1.149,0.125,0.380,1.407,-0.227,-0.196,0.024,0.029,0.412,-0.105,-0.674,0.101,-0.935,0.228,-0.005,-0.684,0.310,-0.878,-0.365,-0.226,-0.106,-0.126,-0.059,0.073,0.633,-0.311,0.033,0.016,16.180,0
749,0.658,-0.993,-0.353,0.083,-0.585,-0.879,0.643,-0.329,0.095,-0.375,-0.574,0.103,0.068,0.440,1.075,0.392,-0.387,-0.780,0.429,0.648,-0.350,-1.867,-0.080,-0.107,-0.112,0.541,-0.162,0.063,354.850,0
751,1.285,0.303,-0.068,0.931,0.117,-0.487,0.205,-0.175,0.058,0.015,-1.165,-0.156,0.019,0.366,0.996,0.301,-0.723,0.140,-0.057,-0.105,-0.023,-0.043,-0.210,-0.446,0.792,-0.277,0.010,0.013,14.050,0
756,1.226,0.240,0.170,0.509,-0.203,-0.568,-0.051,-0.007,-0.126,-0.101,1.245,0.537,-0.319,-0.006,0.476,0.797,-0.348,0.370,0.219,-0.081,-0.261,-0.824,0.077,-0.056,0.211,0.099,-0.032,0.017,7.280,0
758,1.195,0.165,0.609,0.654,-0.512,-0.726,-0.055,-0.050,0.120,-0.090,0.184,0.208,-0.428,0.420,1.333,-0.054,0.012,-1.016,-0.596,-0.180,-0.216,-0.624,0.215,0.377,0.079,0.106,-0.016,0.017,0.990,0
759,1.130,-0.204,0.868,1.532,-0.319,1.071,-0.553,0.343,1.328,-0.414,-1.878,0.639,-0.246,-0.767,-1.629,-0.896,0.477,-1.065,0.490,-0.182,-0.469,-0.885,-0.022,-0.775,0.532,-0.457,0.089,0.021,15.000,0
764,1.275,0.150,0.180,0.315,-0.054,-0.204,-0.084,0.016,-0.101,0.115,0.679,0.584,-0.002,0.461,0.433,0.758,-0.953,0.269,0.485,-0.079,-0.264,-0.815,0.026,-0.513,0.285,0.130,-0.036,-0.000,1.980,0
766,1.132,-0.113,1.163,1.154,-0.793,0.301,-0.688,0.274,0.699,-0.024,0.561,0.905,-0.288,-0.124,-0.466,0.385,-0.602,0.577,0.205,-0.130,-0.035,0.054,-0.055,-0.013,0.419,-0.405,0.066,0.024,9.990,0
770,0.172,0.474,0.991,1.037,-0.273,0.201,0.244,0.093,-0.168,0.108,0.518,0.691,-0.057,0.038,-0.529,-0.793,0.273,0.421,2.306,0.171,0.157,0.707,0.097,0.092,-1.221,0.557,0.247,0.235,39.090,0
774,-0.669,1.247,0.871,-0.393,0.422,-0.173,0.719,-0.005,0.110,0.517,0.646,-0.386,-1.037,-0.397,0.448,0.765,-0.611,0.726,0.476,0.399,-0.396,-0.851,-0.139,-0.627,-0.040,0.093,0.285,-0.029,8.940,0
774,-0.048,-0.203,-0.795,-1.963,1.875,3.235,-0.182,0.731,0.785,-0.848,-0.049,0.299,0.021,0.231,1.809,-1.170,0.195,0.313,3.098,0.224,-0.158,-0.353,0.005,1.060,-0.356,0.008,0.041,0.031,78.440,0
776,1.266,-0.227,-1.073,-0.328,1.955,3.549,-0.593,0.865,0.343,-0.136,-0.450,0.257,-0.165,0.091,-0.013,0.049,-0.463,-0.256,0.588,0.021,-0.280,-0.803,-0.031,1.034,0.607,0.284,-0.023,0.008,17.870,0
